family,sequence,version,file,status,lines,key_path_count,added_path_count,removed_path_count,added_top_level,removed_top_level,added_paths,removed_paths,sha256
SYCAMORE-CONNECTION-SETTINGS,1,0.1.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.1.yaml,working-draft,43,36,36,0,canonical_path | connection_methods | pdc_id | security | selection | status | uuid | version,,canonical_path | connection_methods | connection_methods.canopy_headscale | connection_methods.canopy_headscale.approved_relay_fallback | connection_methods.canopy_headscale.coordination_endpoint | connection_methods.canopy_headscale.direct_routes_preferred | connection_methods.canopy_headscale.enabled | connection_methods.direct_encrypted | connection_methods.direct_encrypted.enabled | connection_methods.encrypted_internet_access | connection_methods.encrypted_internet_access.approved_gateways | connection_methods.encrypted_internet_access.approved_gateways[] | connection_methods.encrypted_internet_access.enabled | connection_methods.encrypted_internet_access.user_approval_required | connection_methods.encrypted_relay | connection_methods.encrypted_relay.enabled | connection_methods.future_methods | connection_methods.future_methods.approved_methods | connection_methods.future_methods.approved_methods[] | connection_methods.future_methods.enabled | connection_methods.local_only | connection_methods.local_only.enabled | pdc_id | security | security.cedar_policy_required_for_high_risk_fluids | security.local_only_never_becomes_cross_forest_automatically | security.never_expand_permissions_during_fallback | security.never_expose_decrypted_sap_to_transport | selection | selection.log_transport_changes | selection.mode | selection.preserve_session_permissions | selection.show_active_method | status | uuid | version,,d41fdc3bbdf730c03ef8f159936cb769cbc6784af4bcc25daea9d8ef9b06e3e7
SYCAMORE-CONNECTION-SETTINGS,2,0.2.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.2.yaml,working-draft,65,57,21,0,fluids,,fluids | fluids.tar_sap | fluids.tar_sap.automatic_backup | fluids.tar_sap.cross_forest_transfer | fluids.tar_sap.destination_specific | fluids.tar_sap.destination_tree_access | fluids.tar_sap.embeddings | fluids.tar_sap.enabled | fluids.tar_sap.expires | fluids.tar_sap.indexing | fluids.tar_sap.log_contents | fluids.tar_sap.non_delegable | fluids.tar_sap.opaque_encrypted_transport_only | fluids.tar_sap.preserve_tar_sap_classification_at_destination | fluids.tar_sap.sycamore_content_access | fluids.tar_sap.telemetry | fluids.tar_sap.transfer_permission | fluids.tar_sap.transfer_scope | fluids.tar_sap.tree_access | fluids.tar_sap.user_only_reclassification | security.never_expose_tar_sap_keys_to_trees,,2914ad41790a3369d125886fe4af27bcfe400756711c4dddc52340b238e14ee6
SYCAMORE-CONNECTION-SETTINGS,3,0.3.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.3.yaml,working-draft,90,78,34,13,,,fluids.conversion | fluids.conversion.blossoms_to_fluids | fluids.conversion.buds_to_fluids | fluids.conversion.fruit_to_fluids | fluids.conversion.leaves_to_fluids | fluids.conversion.water_requires_non_sensitive_classification | fluids.default_generated_class | fluids.sap | fluids.sap.automatic_memory_absorption | fluids.sap.automatic_training_use | fluids.sap.end_to_end_encrypted | fluids.sap.expires_with_task_or_permission | fluids.sap.sensitivity | fluids.sap.task_scoped | fluids.sap.verified_endpoints_only | fluids.tar_sap.automatic_learning | fluids.tar_sap.canopy_transport | fluids.tar_sap.encrypted_at_rest | fluids.tar_sap.foreign_tree_absorption | fluids.tar_sap.foreign_tree_access | fluids.tar_sap.keys_bound_to_local_forest | fluids.tar_sap.minimum_non_sensitive_policy_logging_only | fluids.tar_sap.relay_transport | fluids.tar_sap.scope | fluids.water | fluids.water.cedar_intake_monitoring | fluids.water.may_arrive_as_rain | fluids.water.may_be_sent_as_watering | fluids.water.quick_transfer | fluids.water.sensitive_actions_still_require_local_authorization | fluids.water.sensitivity | security.cedar_may_monitor_eligible_sap_intake | security.cedar_may_monitor_water_intake | security.never_expose_tar_sap_keys_outside_local_forest,fluids.tar_sap.automatic_backup | fluids.tar_sap.destination_specific | fluids.tar_sap.destination_tree_access | fluids.tar_sap.enabled | fluids.tar_sap.expires | fluids.tar_sap.log_contents | fluids.tar_sap.non_delegable | fluids.tar_sap.opaque_encrypted_transport_only | fluids.tar_sap.preserve_tar_sap_classification_at_destination | fluids.tar_sap.transfer_permission | fluids.tar_sap.transfer_scope | fluids.tar_sap.tree_access | security.never_expose_tar_sap_keys_to_trees,[REDACTED - OLD QUBES AI API KEY]
SYCAMORE-CONNECTION-SETTINGS,4,0.4.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.4.yaml,working-draft,146,117,39,0,tar_sap_emergency,,fluids.sap.media_and_gaming_examples | fluids.sap.media_and_gaming_examples[] | tar_sap_emergency | tar_sap_emergency.detection | tar_sap_emergency.detection.capability_escalation | tar_sap_emergency.detection.disguised_as_water_or_sap | tar_sap_emergency.detection.forged_authorization | tar_sap_emergency.detection.permission_bypass_attempt | tar_sap_emergency.detection.protection_boundary_unverifiable | tar_sap_emergency.detection.repeated_pull_attempt | tar_sap_emergency.detection.unauthorized_pull_attempt | tar_sap_emergency.enabled | tar_sap_emergency.lockdown | tar_sap_emergency.lockdown.activate_when_protection_unverifiable | tar_sap_emergency.lockdown.disable_unsafe_transport_fallbacks | tar_sap_emergency.lockdown.keep_keys_outside_relays_and_foreign_forests | tar_sap_emergency.lockdown.keep_keys_outside_sycamore | tar_sap_emergency.lockdown.name | tar_sap_emergency.lockdown.refuse_new_remote_sessions | tar_sap_emergency.lockdown.refuse_permission_expansion | tar_sap_emergency.lockdown.stop_affected_cross_forest_streams | tar_sap_emergency.lockdown.user_or_approved_recovery_required_to_clear | tar_sap_emergency.notifications | tar_sap_emergency.notifications.disguised_request | tar_sap_emergency.notifications.lockdown_active | tar_sap_emergency.notifications.protection_lost | tar_sap_emergency.notifications.pull_attempt | tar_sap_emergency.response | tar_sap_emergency.response.alert_cedar | tar_sap_emergency.response.alert_user_immediately | tar_sap_emergency.response.deny_request | tar_sap_emergency.response.disable_affected_route | tar_sap_emergency.response.fail_closed | tar_sap_emergency.response.never_log_tar_sap_contents | tar_sap_emergency.response.preserve_minimum_non_sensitive_evidence | tar_sap_emergency.response.prevent_stream_entry | tar_sap_emergency.response.suspend_offending_session | tar_sap_emergency.response.temporarily_block_source | tar_sap_emergency.response.user_review_required_before_resume,,5da507d65b40ddb90b64ed56cd81050c258e8e3a70233ee1ca210c395d68fd06
SYCAMORE-CONNECTION-SETTINGS,5,0.5.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.5.yaml,working-draft,146,117,2,2,,,tar_sap_emergency.detection.repeated_tap_attempt | tar_sap_emergency.detection.unauthorized_tap_attempt,tar_sap_emergency.detection.repeated_pull_attempt | tar_sap_emergency.detection.unauthorized_pull_attempt,dc46a5b3f3ca74268a2f54e480d30699c37138e906ba451d8dfa750292c6250a
SYCAMORE-CONNECTION-SETTINGS,6,0.6.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.6-Tap-Enforcement.yaml,working-draft,134,123,6,0,tap_enforcement,,tap_enforcement | tap_enforcement.fail_closed | tap_enforcement.honor_sap_tap_locks_before_routing | tap_enforcement.honor_tar_tap_locks_before_routing | tap_enforcement.tar_sap_tap_attempt_name | tap_enforcement.tar_sap_tap_attempt_triggers_emergency,,47da92947c3dfbfe32b0ebef6ad62c258c1d8b8bda47e743e14a8ccd274772af
SYCAMORE-CONNECTION-SETTINGS,7,0.7.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.7-Sap-Taps.yaml,working-draft,161,130,7,0,sap_taps_interaction,,sap_taps_interaction | sap_taps_interaction.may | sap_taps_interaction.may[] | sap_taps_interaction.must_not | sap_taps_interaction.must_not[] | sap_taps_interaction.role | sap_taps_interaction.role[],,a35be1c9123d87e085bc7e4376fda1058c7d35026d56c1c36ba1f2b5aa0820b0
SYCAMORE-CONNECTION-SETTINGS,8,0.8.0,SYCAMORE-CONNECTION-SETTINGS-Working-Draft-0.8-No-Potted-Sycamore.yaml,working-draft,169,138,8,0,garden_connectivity | potted_mode,,garden_connectivity | garden_connectivity.future_potted_sycamore_or_garden_gateway_intended | garden_connectivity.native_forest_canopy_connectivity | garden_connectivity.ordinary_internet_is_forest_canopy_membership | garden_connectivity.reason | potted_mode | potted_mode.available | potted_mode.current_architecture,,ed41c5320da546ee6679fc5ac0c2c6f8418a874ceabaf0c8930d66d1b76efd2d
TREE-FERTILIZER-FILE,1,0.1.0,TREE-FERTILIZER-FILE-Working-Draft-0.1.yaml,working-draft,69,70,70,0,application_policy | canonical_path | excluded_contents | file_type | growth_contents | identity | integrity | pdc_id | scope | status | uuid | version,,application_policy | application_policy.create_reversible_growth_ring_when_practical | application_policy.delete_existing_files | application_policy.delete_existing_information | application_policy.mode | application_policy.preserve_original_before_modification | application_policy.protected_root_permission_and_security_rule_wins | application_policy.replace_existing_files | application_policy.replace_existing_information | application_policy.report_skipped_nutrients | application_policy.skip_incompatible_nutrients | application_policy.user_direct_choice_wins | canonical_path | excluded_contents | excluded_contents.active_session_tokens | excluded_contents.executable_mold | excluded_contents.passwords | excluded_contents.permanent_credentials | excluded_contents.private_keys | excluded_contents.recovery_codes | excluded_contents.silent_permission_expansion | excluded_contents.tar_sap_contents | excluded_contents.unapproved_other_user_data | file_type | growth_contents | growth_contents.accessibility_and_interaction_preferences | growth_contents.approved_learned_patterns | growth_contents.approved_learned_patterns[] | growth_contents.approved_memories_and_context | growth_contents.approved_memories_and_context[] | growth_contents.approved_workflows_and_routines | growth_contents.approved_workflows_and_routines[] | growth_contents.branch_and_twig_preferences | growth_contents.commonly_carried_out_tasks | growth_contents.commonly_carried_out_tasks[] | growth_contents.formatting_and_presentation_preferences | growth_contents.grain_pattern | growth_contents.grain_pattern_changes | growth_contents.grain_pattern_changes[] | growth_contents.growth_rings | growth_contents.growth_rings[] | growth_contents.other_approved_growth_information | growth_contents.other_approved_growth_information[] | growth_contents.personal_user_configurations | growth_contents.preferred_language_use | growth_contents.relationship_and_collaboration_preferences | growth_contents.safe_buds_blossoms_and_fruit | growth_contents.safe_buds_blossoms_and_fruit[] | growth_contents.tool_and_application_habits | identity | identity.created_at | identity.created_by | identity.fertilizer_id | identity.paired_propagation_id | identity.source_tree_id | integrity | integrity.hashes | integrity.hashes[] | integrity.signatures | integrity.signatures[] | integrity.verified | pdc_id | scope | scope.authorized_targets | scope.authorized_targets[] | scope.encrypted_at_rest | scope.local_forest_only_by_default | status | uuid | version,,01c42aefb11a1fcff1cab06501e4502a7206d76eea0ad9e48e0868063386b985
TREE-FERTILIZER-FILE,2,0.2.0,TREE-FERTILIZER-FILE-Working-Draft-0.2.yaml,working-draft,70,78,8,0,syrup_compatibility,,syrup_compatibility | syrup_compatibility.approved_syrup_may_be_packaged_into_fertilizer_at_user_request | syrup_compatibility.receiving_tree_must_check_compatibility | syrup_compatibility.syrup_does_not_become_a_fertilizer_file_automatically | syrup_compatibility.syrup_feeding_may_delete_or_replace | syrup_compatibility.syrup_feeding_uses_additive_and_modifying_merge | syrup_compatibility.syrup_is_a_fluid | syrup_compatibility.syrup_may_act_as_fertilizer,,775168e0b871a797f9e4d35146ed290ac4a5e55396049497a69a55239ff11cfe
TREE-FERTILIZER-FILE,3,0.3.0,TREE-FERTILIZER-FILE-Working-Draft-0.3.yaml,working-draft,85,93,15,0,compatible_growth_sources | terminology,,compatible_growth_sources | compatible_growth_sources.approved_absorbed_leaf_litter | compatible_growth_sources.fruit_from_other_trees | compatible_growth_sources.light_syrup | compatible_growth_sources.molasses | compatible_growth_sources.safely_absorbed_spoiling_fruit | compatible_growth_sources.syrup | syrup_compatibility.fluid_and_fertilizer_roles_coexist | syrup_compatibility.molasses_fertilizes_maple_local_only | syrup_compatibility.syrup_is_fertilizer_from_creation | syrup_compatibility.syrup_is_inherently_fertilizer | terminology | terminology.fertilizer | terminology.fertilizer_file | terminology.this_contract_describes,,2ab692c36fb8ad720dd9b135e9b39c114399134ad56eebc9fbd15a9f00a62222
TREE-POTTED-MODE,1,0.1.0,TREE-POTTED-MODE-Working-Draft-0.1.yaml,working-draft,44,35,35,0,canonical_path | definition | pdc_id | presence_lease | rescue_gate | status | trees | uuid | version,,canonical_path | definition | definition.active_potted_tree_is_solid_material | definition.potted_tree | definition.stored_potted_boot_package_is_solid_material | pdc_id | presence_lease | presence_lease.enabled | presence_lease.fail_closed_on_lease_conflict | presence_lease.forest_version_priority_when_healthy | presence_lease.handoff_then_complete_potted_shutdown | presence_lease.one_active_identity | presence_lease.simultaneous_potted_and_forest_version | rescue_gate | rescue_gate.deterministic_spirit_component_in_soil | rescue_gate.functions | rescue_gate.functions[] | rescue_gate.may_work_when_normal_forest_ui_cannot_open | status | trees | trees.cedar | trees.cedar.may_enter_fire_watch | trees.cedar.may_execute_without-confirmations | trees.cedar.may_prepare-recovery | trees.cedar.standalone_guardian | trees.cherry | trees.cherry.desktop_ai_assistant | trees.cherry.may_execute_destructive_phase_itself | trees.cherry.may_initiate_forest_fire_preparation | trees.maple | trees.maple.may_execute_forest_fire | trees.maple.standalone_technical_and_automation_assistant | trees.maple.uses_local_safeguards | uuid | version,,7c41a483b790dc4894d69fff148444a1a55bfd6d041209308b0b0d50a3e52710
TREE-POTTED-MODE,2,0.2.0,TREE-POTTED-MODE-Working-Draft-0.2-Gardens.yaml,working-draft,58,47,12,0,garden,,garden | garden.cooperation_methods | garden.cooperation_methods[] | garden.definition | garden.forest_canopy_connectivity | garden.full_mycelium | garden.fully_interconnected | garden.future_connectivity_intended | garden.limited_cooperation | garden.personal_canopy | garden.potted_sycamore | garden.shared_roots,,3478ae445ed665bfa4d7233922ae956dd3d1609e3f9df9f2506a6564f3c76496
TREE-POTTED-MODE,3,0.3.0,TREE-POTTED-MODE-Working-Draft-0.3-Cabin-Guard.yaml,working-draft,70,59,12,0,cabin_tap,,cabin_tap | cabin_tap.full_forest_tap_authority | cabin_tap.may_tar_logs | cabin_tap.portable_sap_taps_subset | cabin_tap.scope | trees.cedar.cabin_guard | trees.cedar.cabin_guard.enabled | trees.cedar.cabin_guard.forest_required | trees.cedar.cabin_guard.oil_logs | trees.cedar.cabin_guard.protect_and_access_log_cabins | trees.cedar.cabin_guard.standard_encrypt_non_forest_data | trees.cedar.cabin_guard.tar_logs_via_cabin_tap,,f845d6263ed558a0eb012800866e5de9f4f0bd96500c763827586c1938d50ebe
TREE-PROPAGATION-FILE,1,0.1.0,TREE-PROPAGATION-FILE-Working-Draft-0.1.yaml,working-draft,47,50,50,0,canonical_path | clone_and_recovery | excluded_contents | file_type | identity | integrity | pdc_id | status | structural_contents | tree_language_meaning | uuid | version,,canonical_path | clone_and_recovery | clone_and_recovery.clone_requires_new_credentials_and_keys | clone_and_recovery.clone_requires_new_instance_identity | clone_and_recovery.may_clone_tree | clone_and_recovery.may_recover_source_tree | clone_and_recovery.may_replant_source_tree | excluded_contents | excluded_contents.active_device_identity_keys | excluded_contents.live_session_tokens | excluded_contents.permanent_credentials | excluded_contents.tar_sap_contents | file_type | identity | identity.created_at | identity.created_by | identity.paired_fertilizer_id | identity.propagation_id | identity.source_tree_id | identity.source_tree_lineage | integrity | integrity.hashes | integrity.hashes[] | integrity.signatures | integrity.signatures[] | integrity.stability_state | integrity.verified | pdc_id | status | structural_contents | structural_contents.branches_and_twigs | structural_contents.branches_and_twigs[] | structural_contents.dependencies | structural_contents.dependencies[] | structural_contents.file_manifests | structural_contents.file_manifests[] | structural_contents.health_and_behavior_baseline | structural_contents.model_package_and_tool_versions | structural_contents.model_package_and_tool_versions[] | structural_contents.permission_templates | structural_contents.recovery_instructions | structural_contents.recovery_instructions[] | structural_contents.roots_and_connections | structural_contents.roots_and_connections[] | structural_contents.runtime_and_security_configuration | structural_contents.seed_and_runtime_versions | structural_contents.seed_and_runtime_versions[] | tree_language_meaning | uuid | version,,d1a83c9eb4e0bfaf1aa09a386a96c510643e6c7079de5013276390531297d09e
